System,Vendor,Model,firmware,config,Interface,wiring/ topology,number of channels used,which channel(s)
DGX-A100_A100-SXM-80GBx8_TRT_MaxQ,Yokogawa,WT-333E,F1.04,multichannel,ethernet,V3A3,3,"1,2,3"
