System,Vendor,Model,firmware,config,Interface,wiring/ topology,number of channels used,which channel(s)
GX2570M6_A100-SXM-80GBx8_TRT_MaxQ,Yokogawa,WT-310E,F1.04,singlechannel,USB,1P2W,1,1
