Alibaba Cloud Elastic Compute Service GPU Cluster with ApasraCompute AIACC Tool (1x A100-SXM-80GB, TensorRT)	A100-SXM-80GBx1_TRT	Alibaba	closed	edge	available	1	Intel(R) Xeon(R) Platinum 8369B CPU	1	16					128 GB	500 GB	ESSD			1	NVIDIA A100-SXM-80GB					80 GB	HBM2e				TensorRT 8.4.2, CUDA 11.6	Ubuntu 20.04	TensorRT 8.4.2, CUDA 11.6, cuDNN 8.4.1, Driver 510.39.01, DALI 0.31.0															
Alibaba Cloud Elastic Compute Service GPU Cluster with ApasraCompute AIACC Tool (1x A10, TensorRT)	A10x1_TRT	Alibaba	closed	edge	available	1	Intel(R) Xeon(R) Platinum 8369B CPU	1	32					193.751552 GB	500 GB	ESSD			1	NVIDIA A10					22.48828125 GB	GDDR6				TensorRT 8.4.2, CUDA 11.6	Ubuntu 20.04	TensorRT 8.4.2, CUDA 11.6, cuDNN 8.4.1, Driver 510.39.01, DALI 0.31.0															
